description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                ""I'm going to tell you a story, and it's true....I always have to tell people that."" So asserts comedian-turned-playwright-turned-filmmaker Mike Birbiglia directly to the viewer at the outset of his autobiographically inspired, fictional feature debut. Birbiglia wears his incisive wit on his sleeve while portraying a cinematic surrogate. We are thrust into the tale of a burgeoning stand-up comedian struggling with the stress of a stalled career, a stale relationship threatening to race out of his control, and the wild spurts of severe sleepwalking he is desperate to ignore. Based on the successful one-man show, Sleepwalk With Me engages in the kind of passionate and personal storytelling that transfigures intimate anguish into comic art. -- (C) IFC
            ","PG-13 (for some sexual content and brief language)
                    ",Mike Birbiglia,Seth Barrish,NA,Mike Birbiglia,Ira Glass,Joe Birbiglia,Seth Barrish,"Aug 24, 2012
                        ","Dec 18, 2012
                        ","
                            90 minutes
                        ","
                        IFC Films
                    ","
                Mike Birbiglia
            ","
                Lauren Ambrose
            ","
                James Rebhorn
            ","
                Carol Kane
            ","
                Cristin Milioti
            ","
                Aya Cash
            ",Sleepwalk With Me,NA,"Laugh-out-loud funny and endearingly messy, Sleepwalk with Me overcomes its tonal inconsistencies to deliver a sweetly melancholic, amiably reassuring indie crowd-pleaser.","
                        
                        Comedy, 
                        
                        Drama
                        
                    ",84,115,71,23,138183,7.15,7.55,32,3.65,3385,1395,14009,https://www.rottentomatoes.com/m/sleepwalk_with_me_2012
"
                A post-apocalyptic future becomes the setting for pitch black humor in this visually intricate French comedy. The action takes place within a single apartment complex, which is owned by the same man that operates the downstairs butcher shop. It's a particularly popular place to live, thanks to the butcher's uncanny ability to find excellent cuts of meat despite the horrible living conditions outside. The newest building superintendent, a former circus clown, thinks he has found an ideal living situation. All that changes, however, when he discovers the true source of the butcher's meat, and that he may be the next main course. This dark tale is played out in a brilliantly designed, glorious surreal alternate world reminiscent of the works of director Terry Gilliam, who co-presented the film's American release. Like Gilliam, co-directors Jean-Pierre Jeunet and Marc Caro hail from an animation background, and have a fondness for extravagant visuals, absurdist plot twists, and a sense of humor that combines sharp satire with broad slapstick and gross-out imagery. This mixture may displease the weak of stomach, but those attuned to the film's sensibility will be delighted by the obvious technical virtuosity and wicked sense of humor.
            ","R (for violence)
                    ",Jean-Pierre Jeunet,Marc Caro,NA,Jean-Pierre Jeunet,Gilles Adrien,Marc Caro,NA,"Apr 3, 1992
                        ","May 2, 2006
                        ","
                            97 minutes
                        ","
                        Lionsgate
                    ","
                Dominique Pinon
            ","
                Jean-Claude Dreyfus
            ","
                Marie-Laure Dougnac
            ","
                Karin Viard
            ","
                Rufus
            ","
                Ticky Holgado
            ",Delicatessen,NA,"Director Jean-Pierre Jeunet deftly combines horror, sci-fi, and humor in Delicatessen, a morbid comedy set in a visually ravishing futuristic dystopia.","
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Science Fiction & Fantasy
                        
                    ",89,54,91,47,132562,7.76,6.88,12,4.23,10765,1058,6654,https://www.rottentomatoes.com/m/delicatessen
"
                When a crime is committed on the border of Quebec and Ontario, everyone is forced to come together, whether they want to or not. As the investigation gets underway, we meet David Bouchard and Martin Ward, members of their respective provincial police forces who are forced to work together. The two men couldn't be more different. In fact, the only thing they appear to have in common is that they are both cops, albeit cops with totally different styles.
            ","R
                    ",Eric Canuel,NA,NA,Leila Basen,Alex Epstein,Patrick Huard,Kevin Tierney,"Jul 4, 2006
                        ","May 13, 2008
                        ","
                            116 minutes
                        ","
                        Vivafilm
                    ","
                Patrick Huard
            ","
                Colm Feore
            ","
                Lucie Laurier
            ","
                Sarah-Jeanne Labrosse
            ","
                Sarain Boylan
            ","
                Michel Beaudry
            ","
                                Bon Cop, Bad Cop
                            ",2006,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Comedy
                        
                    ",78,9,82,20,134456,6.21,7.5,2,3.95,2327,527,1719,https://www.rottentomatoes.com/m/10007333-bon_cop_bad_cop
"
                The year is 1940, London. With the nation bowed down by war, the British ministry turns to propaganda films to boost morale at home. Realizing their films could use ""a woman's touch,"" the ministry hires Catrin Cole (Gemma Arterton) as a scriptwriter in charge of writing the female dialogue. Although her artist husband looks down on her job, Catrin's natural flair quickly gets her noticed by cynical, witty lead scriptwriter Buckley (Sam Claflin). Catrin and Buckley set out to make an epic feature film based on the Dunkirk rescue starring the gloriously vain, former matinee idol Ambrose Hilliard (Bill Nighy). As bombs are dropping all around them, Catrin, Buckley and their colorful cast and crew work furiously to make a film that will warm the hearts of the nation
            ","R (for some language and a scene of sexuality)
                    ",Lone Scherfig,NA,NA,Gaby Chiappe,NA,NA,NA,"Apr 7, 2017
                        ","Jul 11, 2017
                        ","
                            110 minutes
                        ","
                        EuropaCorp / STXfilms
                    ","
                Gemma Arterton
            ","
                Bill Nighy
            ","
                Sam Claflin
            ","
                Jack Huston
            ","
                Jake Lacy
            ","
                Richard E. Grant
            ",Their Finest,NA,"Carried along by a winning performance from Gemma Arterton, Their Finest smoothly combines comedy and wartime drama to crowd-pleasing effect.","
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Romance
                        
                    ",90,163,71,8,133977,7.19,7.26,34,3.64,1113,446,5951,https://www.rottentomatoes.com/m/their_finest_2017
"
                Bunty and Babi are two avid dreamers -- two free souls born into caged small town realities. They grow weary of being two specks on the horizon. They desire the horizon itself. And, so they pack their aspirations in worn out bags, whip a scarf of confidence around their proud necks and set forth on a journey across the length and breath of the country, spinning circles around the people they meet.
            ","R
                    ",Shaad Ali,NA,NA,Jaideep Sahni,NA,NA,NA,"May 27, 2005
                        ","Sep 6, 2005
                        ","
                            170 minutes
                        ","
                        Yash Raj Films
                    ","
                Abhishek Bachchan
            ","
                Rani Mukerji
            ","
                Amitabh Bachchan
            ","
                Kiran Juneja Sippy
            ","
                Puneet Issar
            ","
                Raj Babbar
            ",Bunty Aur Babli,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Musical & Performing Arts, 
                        
                        Romance
                        
                    ",83,6,77,7,132178,6.67,6.75,2,3.88,561,171,290,https://www.rottentomatoes.com/m/bunty_and_babli
"
                From the producers of the Academy Award-nominated Persepolis and the mind of renowned graphic novelist Jacques Tardi comes a riveting sci-fi adventure set in an alternate steampunk world. Paris, 1941. A family of scientists is on the brink of discovering a powerful longevity serum when all of a sudden a mysterious force abducts them, leaving their young daughter April behind. Ten years later, April (Academy Award winner Marion Cotillard) lives alone with her cat, Darwin, and carries on her family's research in secret. But she soon finds herself at the center of a shadowy and far- reaching conspiracy, and on the run from government agents, bicycle-powered dirigibles and cyborg rat spies.
            ","PG (for action/peril including gunplay, some thematic elements and rude humor)
                    ",Christian Desmares,Franck Ekinci,NA,Franck Ekinci,Benjamin Legrand,NA,NA,"Mar 25, 2016
                        ","Aug 2, 2016
                        ","
                            105 minutes
                        ","
                        GKIDS
                    ","
                Marion Cotillard
            ","
                Philippe Katerine
            ","
                Jean Rochefort
            ","
                Olivier Gourmet
            ","
                Macha Grenon
            ","
                Marc-Andre Grondin
            ",April and the Extraordinary World (Avril et le monde truqu),NA,"Bursting with a colorful imagination befitting its promise-packed title, April and the Extraordinary World offers spectacular delights for animation fans willing to venture off the beaten path.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy
                        
                    ",96,56,77,3,138949,7.62,7.64,16,3.8,415,125,2655,https://www.rottentomatoes.com/m/april_and_the_extraordinary_world_2016
"
                The last--and to some aficionados, the best--of choreographer Busby Berkeley's three Warner Bros. efforts of 1933, Footlight Parade stars James Cagney as a Broadway musical comedy producer. Cagney is unceremoniously put out of business when talking pictures arrive. To keep his head above water, Jimmy hits upon a swell idea: he'll stage musical ""prologues"" for movie theatres, then ship them out to the various picture palaces in New York. Halfway through the picture, Cagney is obliged to assemble three mammoth prologues and present them back-to-back in three different theatres. There are all sorts of backstage intrigues, not the least of which concerns the predatory hijinks of gold-digger Claire Dodd and the covetous misbehavior of Cagney's ex-wife Renee Whitney. Joan Blondell plays Jimmy's faithful girl-friday, who loves him from afar; Ruby Keeler is the secretary who takes off her glasses and is instantly transformed into a glamorous stage star; Dick Powell is the ""protege"" of wealthy Ruth Donnelly, who makes good despite this handicap; Frank McHugh is Cagney's assistant, who spends all his time moaning ""It'll never work""; and Hugh Herbert is a self-righteous censor, who ends up in a censurable position. The last half-hour of Footlight Parade is a nonstop display of Busby Berkeley at his most spectacular: the three big production numbers, all written by Harry Warren and Al Dubin, are ""By a Waterfall"", ""Honeymoon Hotel"", and ""Shanghai Lil"", the latter featuring some delicious pre-code scatology, a tap-dance duet by Cagney and Keeler, and an out-of-left-field climactic salute to FDR and the NRA!
            ","NR
                    ",Lloyd Bacon,NA,NA,James Seymour,Manuel Seff,NA,NA,"Sep 30, 1933
                        ","Mar 21, 2006
                        ","
                            104 minutes
                        ","
                        Warner Bros.
                    ","
                James Cagney
            ","
                Dick Powell
            ","
                Joan Blondell
            ","
                Ruby Keeler
            ","
                Guy Kibbee
            ","
                Ruth Donnelly
            ","
                                Footlight Parade
                            ",1933,No consensus yet.,"
                        
                        Classics, 
                        
                        Comedy, 
                        
                        Musical & Performing Arts, 
                        
                        Romance
                        
                    ",100,11,83,1,133061,8.52,0,0,3.98,270,55,208,https://www.rottentomatoes.com/m/footlight_parade
"
                Damien, the son of a military family, lives in barracks in south-western France with his mother, a doctor, while his father is away in the Central African Republic. As a gay teenager, Damien is given a hard time by a boy at school, Tom, whose adoptive mother falls ill. The repulsion and violence they display to one another takes on a darker shade when Damien's mother decides to take in Tom to live with them.
            ","NR
                    ",Andr Tchin,NA,NA,Andr Tchin,Cline Sciamma,NA,NA,"Oct 7, 2016
                        ","Mar 14, 2017
                        ","
                            114 minutes
                        ","
                        Fidlit Films
                    ","
                Sandrine Kiberlain
            ","
                Kacey Mottet Klein
            ","
                Corentin Fila
            ","
                Alexis Loret
            ","
                Jean Fornerod
            ","
                Mama Prassinos
            ",Being 17 (Quand on a 17 ans),NA,Being 17 rides the roiling emotions of adolescence through a coming-of-age melodrama whose narrative turbulence smartly reflects the confusion of its protagonists.,"
                        
                        Comedy, 
                        
                        Drama
                        
                    ",95,40,74,607,140002,7.21,6.64,15,3.82,133,47,363,https://www.rottentomatoes.com/m/being_17
"
                Beecham House is abuzz. The rumor circling the halls is that the home for retired musicians is soon to play host to a new resident. Word is, it's a star. For Reginald Paget (Tom Courtenay), Wilfred Bond (Billy Connolly) and Cecily Robson (Pauline Collins) this sort of talk is par for the course at the gossipy home. But they're in for a special shock when the new arrival turns out to be none other than their former singing partner, Jean Horton (Maggie Smith). Her subsequent career as a star soloist, and the ego that accompanied it, split up their long friendship and ended her marriage to Reggie, who takes the news of her arrival particularly hard. Can the passage of time heal old wounds? And will the famous quartet be able to patch up their differences in time for Beecham House's gala concert? -- (C) Weinstein
            ","PG-13 (for brief strong language and suggestive humor)
                    ",Dustin Hoffman,NA,NA,Ronald Harwood,NA,NA,NA,"Jan 11, 2013
                        ","Jun 18, 2013
                        ","
                            98 minutes
                        ","
                        The Weinstein Co.
                    ","
                Maggie Smith
            ","
                Tom Courtenay
            ","
                Billy Connolly
            ","
                Pauline Collins
            ","
                Michael Gambon
            ","
                Sheridan Smith
            ","
                                Quartet
                            ",2013,"It's sweet, gentle, and predictable to a fault, but Dustin Hoffman's affectionate direction and the talented cast's amiable charm make Quartet too difficult to resist.","
                        
                        Comedy, 
                        
                        Drama
                        
                    ",80,142,66,11,137197,6.57,6.23,50,3.57,2633,1375,5901,https://www.rottentomatoes.com/m/quartet_2012
"
                Originally billed as merely $, Dollars stars top box office draws Warren Beatty and Goldie Hawn. Beatty plays a security whiz, employed in Hamburg, Germany. He devises a clever method of robbing the secret bank vaults of notorious criminals, reasoning that the crooks will never turn to the cops. The notion that the crooks may have a few words to say to him does not dissuade Beatty as he and gold-hearted hooker Hawn work out their carefully calculated, meticulously timed robbery.
            ","R
                    ",Richard Brooks,NA,NA,Richard Brooks,NA,NA,NA,"Dec 15, 1971
                        ","Sep 23, 2008
                        ","
                            122 minutes
                        ","
                        Sony Pictures Entertainment
                    ","
                Warren Beatty
            ","
                Goldie Hawn
            ","
                Gert Frbe
            ","
                Robert Webber
            ","
                Scott Brady
            ","
                Arthur Brauss
            ","
                                $ (Dollars) (The Heist)
                            ",1971,No consensus yet.,"
                        
                        Classics, 
                        
                        Comedy, 
                        
                        Drama
                        
                    ",86,7,54,407,132983,6.38,5,2,3.41,37,32,74,https://www.rottentomatoes.com/m/dollars
"
                In the summer of 1949, a tale of passion, crime and punishment... Ed Crane is a barber in a small northern California town. Ed is dissatisfied with his life, but his wife Doris' infidelity presents Ed with an opportunity for blackmail that he thinks will help him to change it. However, Ed's scheme unravels and lays bare even darker secrets before leading to murder...
            ","R (for a scene of violence)
                    ",Joel Coen,NA,NA,Ethan Coen,Joel Coen,NA,NA,"Oct 31, 2001
                        ","Apr 16, 2002
                        ","
                            117 minutes
                        ","
                        USA Films
                    ","
                Billy Bob Thornton
            ","
                Frances McDormand
            ","
                Michael Badalucco
            ","
                James Gandolfini
            ","
                Scarlett Johansson
            ","
                Katherine Borowitz
            ","
                                The Man Who Wasn't There
                            ",2001,"Stylish but emotionally distant, The Man Who Wasn't There is a clever tribute to the film noir genre.","
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Romance
                        
                    ",81,158,85,41,133484,7.07,6.71,37,3.93,6466,1176,7482,https://www.rottentomatoes.com/m/man_who_wasnt_there
"
                Martin Sheen (The West Wing, The Departed), Matthew Modine (The Dark Knight Rises, Weeds), and George Coe (Funny People, Archer) lead a cast of eccentric characters who rebel against authority in this wonderfully animated and poignant comedy for adults. The story opens with former bank manager Emilio being dispatched to a retirement home by his family. His new roommate is a wily wheeler-dealer named Miguel, who cheerfully swindles small amounts of cash from the more befuddled residents but is also full of handy insider tips that are crucial to survival. Like One Flew Over the Cuckoo's Nest in an old folks home, we are introduced to daily pill regimens, electric gates, and nighttime joyrides, as the reality of Emilio's future life begins to sink in. Using hand-drawn animation, Wrinkles moves freely between the inmates' daily routines and their more colorful, dementia-induced fantasies, leaving plenty of room for both tears and laughter as it pokes pointed fun at society's attitude towards the elderly. (c) Gkids
            ","NR
                    ",Ignacio Ferreras de Zumarraga,NA,NA,Ignacio Ferreras de Zumarraga,ngel de la Cruz,Paco Roca,Rosanna Cecchini,"Jul 4, 2014
                        ","Jul 15, 2014
                        ","
                            80 minutes
                        ","
                        GKIDS
                    ","
                Martin Sheen
            ","
                George Coe
            ","
                Lauri Fraser
            ","
                Laurie Fraser
            ","
                Matthew Modine
            ",NA,"
                                Wrinkles
                            ",2014,"Poignant and tender without succumbing to schmaltz, Wrinkles offers a thoughtful -- and beautifully animated -- look at old age.","
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Drama
                        
                    ",96,27,80,2,137680,7.38,7.28,13,3.86,298,75,2233,https://www.rottentomatoes.com/m/wrinkles
"
                Comedian and actress Jenny Slate's first Netflix original comedy special Stage Fright gives the audience an inside look at the comedian's world. Interspersed within her hilarious stand-up set, Jenny shares personal clips of her childhood and interviews with her family in an intimate look at her life. Launching globally on October 22, Jenny overcomes her stage fright while telling stories about her visit to a midnight Catholic Mass and the ghosts that haunted her childhood home.
            ","NR
                    ",Gillian Robespierre,NA,NA,NA,NA,NA,NA,"Oct 22, 2019
                        ","
                            66 minutes
                        ",NA,"
                        Netflix
                    ","
                Jenny Slate
            ",NA,NA,NA,NA,NA,"
                                Jenny Slate: Stage Fright
                            ",2019,"Jenny Slate leans into her Stage Fright in a special that's raw, honest, and as overwhelmingly delightful as the comedian herself.","
                        
                        Comedy
                        
                    ",100,14,46,122,133509,8.72,10,5,2.83,56,66,9,https://www.rottentomatoes.com/m/jenny_slate_stage_fright
"
                A man at a crossroads in his life (Alvaro Ogalla) wishes to fully excommunicate himself from the Catholic Church, but is faced with baffling bureaucracy from his decision in this absurd comedy-drama from director Federico Veiroj.
            ","NR
                    ",Federico Veiroj,NA,NA,Gonzalo Delgado,Nicols Saad,lvaro Ogalla,Federico Veiroj,"Sep 30, 2016
                        ","Oct 25, 2016
                        ","
                            80 minutes
                        ","
                        Ferdyduke Films
                    ","
                lvaro Ogalla
            ","
                Marta Larralde
            ","
                Brbara Lennie
            ","
                Vicky Pea
            ","
                Kaiet Rodrguez
            ","
                Juan Calot
            ",The Apostate (El Apstata),NA,No consensus yet.,"
                        
                        Comedy
                        
                    ",79,19,34,92,134400,7.42,0,4,2.75,18,35,33,https://www.rottentomatoes.com/m/the_apostate_2016
"
                The Dogma 95 movement has seen some searing looks into the human condition but rarely a romantic comedy -- until now. Veteran Danish filmmaker Lone Scherfig spins this deadpan look at a group of lovelorn outsiders living in a grey corner of Copenhagen. After the perennially foul-tempered minister of a local church is fired after doing great injury to the organist, Andreas moves to the area to take over the parish. Staying in a hotel until his predecessor can be wrested from the rectory, Andreas befriends the establishment's scatter-brained manager, Jrgen, who is utterly in love with a beautiful Italian barmaid working at a nearby pub run by Hal-Finn. When the irascible Hal-Finn is chastised by the bar's owner for his unkempt appearance, he goes to a local salon where he meets Karen, a comely hairdresser harried by her grasping mom. Meanwhile, Andreas falls for a lethally klutzy pastry shop assistant named Olympia. This film was screened at the 2001 Toronto Film Festival.
            ","R (for language and some sexuality)
                    ",Lone Scherfig,NA,NA,Lone Scherfig,NA,NA,NA,"Sep 1, 2001
                        ","Oct 15, 2002
                        ","
                            112 minutes
                        ","
                        Miramax Films
                    ","
                Anders W. Berthelsen
            ","
                Anette Stvelbk
            ","
                Peter Gantzler
            ","
                Ann Eleonora Jrgensen
            ","
                Lars Kaalund
            ","
                Karen-Lise Mynster
            ","
                                Italian for Beginners
                            ",2001,"Unlike many romantic comedies, the charming Italian for Beginners feels natural and genuinely heart-warming.","
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Romance
                        
                    ",88,86,79,6,135901,7.2,7.36,30,3.8,824,225,653,https://www.rottentomatoes.com/m/italian_for_beginners
"
                A modern-day retelling of Mark Twain's iconic books, Band of Robbers is a comedic adventure that reimagines the characters as grown men, and small-time crooks. When Huck Finn is released from prison, he hopes to leave his criminal life behind, but his lifelong friend, and corrupt cop, Tom Sawyer, has other plans. Not ready to give up on his childhood fantasies, Tom forms the Band of Robbers, recruiting their misfit friends, Joe Harper and Ben Rogers, to join them for an elaborate plan to find a fabled treasure. But the plan soon unravels, thrusting the guys on a wild journey with dangerous consequences...
            ","NR
                    ",Aaron Nee,Adam Nee,NA,Aaron Nee,Adam Nee,NA,NA,"Jan 15, 2016
                        ","Nov 8, 2016
                        ","
                            95 minutes
                        ","
                        Whitewater Films
                    ","
                Kyle Gallner
            ","
                Adam Nee
            ","
                Matthew Gray Gubler
            ","
                Hannibal Buress
            ","
                Melissa Benoist
            ","
                Daniel Edward Mora
            ",Band Of Robbers,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Comedy
                        
                    ",78,27,61,1,136432,6.51,5.31,9,3.5,284,184,1232,https://www.rottentomatoes.com/m/band_of_robbers_2016
"
                Buster Keaton plays Johnny Gray, a Southern railroad engineer who loves his train engine, The General, almost as much as he loves Annabelle Lee (Marion Mack). When the opening shots of the Civil War are fired at Fort Sumter, Johnny tries to enlist -- and he is deemed too useful as an engineer to be a soldier. All Johnny knows is that he's been rejected, and Annabelle, thinking him a coward, turns her back on him. When Northern spies steal the General (and, unwittingly, Annabelle), the story switches from drama and romance to adventure mixed with Keaton's trademark deadpan humor as he uses every means possible to catch up to the General, thwart the Yankees, and rescue his darling Annabelle -- for starters. As always, Keaton performs his own stunts, combining his prodigious dexterity, impeccable comic timing, and expressive body language to convey more emotion than the stars of any of the talkies that were soon to dominate cinema. ~ Emru Townsend, Rovi
            ","R
                    ",Clyde Bruckman,Buster Keaton,NA,Buster Keaton,Clyde Bruckman,NA,NA,"Feb 5, 1927
                        ","Oct 26, 1999
                        ","
                            79 minutes
                        ","
                        United Artists Films
                    ","
                Joseph Keaton
            ","
                Marion Mack
            ","
                Glen Cavender
            ","
                Richard Allen
            ","
                Jim Farley
            ","
                Fred Vroom
            ",The General,NA,"Brilliantly filmed and fueled with classic physical comedy, The General captures Buster Keaton at his timeless best.","
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Romance
                        
                    ",93,54,92,11,133478,9.09,8,11,4.39,3251,276,1415,https://www.rottentomatoes.com/m/1008166-general
"
                When a member of a popular New York City improv troupe gets cast on a hit TV show, the rest of the group - all best friends - start to realize that not everyone is going to make it after all. From the director of Sleepwalk With Me and the creator of This American Life comes Don't Think Twice, a critically acclaimed comedy packed with comic stars Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Kate Micucci, Chris Gethard and Tami Sagher that presents a hilarious and honest look at the lives of professional funny people.
            ","R (for language and some drug use)
                    ",Mike Birbiglia,NA,NA,Mike Birbiglia,NA,NA,NA,"Jul 22, 2016
                        ","Dec 6, 2016
                        ","
                            92 minutes
                        ","
                        The Film Arcade
                    ","
                Keegan-Michael Key
            ","
                Gillian Jacobs
            ","
                Mike Birbiglia
            ","
                Kate Micucci
            ","
                Chris Gethard
            ","
                Tami Sagher
            ",Don't Think Twice,NA,Don't Think Twice offers a bittersweet look at the comedian's life that's as genuinely moving as it is laugh-out-loud funny -- and a brilliant calling card for writer-director Mike Birbiglia.,"
                        
                        Comedy
                        
                    ",98,134,69,19,137562,7.82,7.85,35,3.6,2813,1251,14265,https://www.rottentomatoes.com/m/dont_think_twice
"
                Hart takes center stage in this groundbreaking, record-setting, sold-out performance of ""What Now?"" filmed outdoors in front of 50,000 people at Philadelphia's Lincoln Financial Field - marking the first time a comedian has ever performed to an at-capacity football stadium.
            ","R (for some sexual material, and language throughout)
                    ",Leslie Small,Tim Story,NA,Kevin Hart,Joey Wells,Harry Ratchford,NA,"Oct 14, 2016
                        ","Jan 10, 2017
                        ","
                            96 minutes
                        ","
                        Universal Pictures
                    ","
                Kevin Hart
            ","
                Halle Berry
            ","
                Don Cheadle
            ","
                Ed Helms
            ","
                David Meunier
            ","
                Joey Wells
            ",Kevin Hart: What Now?,NA,Kevin Hart: What Now? packs in enough of the comedian's infectious energy to more than compensate for the lulls in a stand-up set that doesn't quite rank with his best.,"
                        
                        Comedy
                        
                    ",76,59,58,10,134462,6.13,6.13,23,3.44,1555,1129,6765,https://www.rottentomatoes.com/m/kevin_hart_what_now
"
                Once again the name Rudy Ray Moore spells action! In this sequel to the cult smash Dolemite, The Human Tornado finds Dolemite on the run from a redneck sheriff who has caught Dolemite ""messin"" with his woman. Dolemite and his posse dodge the sheriff and his bullets in an exciting high speed chase that leads to California. There's even more trouble in store for Dolemite when he finds his old friend Queen Bee (Lady Reed) and her Kung-Fu girls getting pushed out of the nightclub business by a ruthless and evil mobster. When the mobster has his goons kidnap two of Queen Bee's most beautiful girls, Dolemite and his men are off to the rescue. Rudy Ray Moore is at his best in this action-packed Dolemite episode. THE HUMAN TORNADO is loaded with martial arts, sexual high-jinx, and Dolemite's special brand of humor.
            ","R
                    ",Cliff Roquemore,NA,NA,Jerry Jones,NA,NA,NA,"Sep 19, 1984
                        ","Jul 27, 1999
                        ","
                            98 minutes
                        ","
                        Xenon Pictures
                    ","
                Rudy Ray Moore
            ","
                Lady Reed
            ","
                Jimmy Lynch
            ","
                Lady Java
            ","
                Jerry Jones
            ","
                Herb Graham
            ","
                                Human Tornado
                            ",1984,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Comedy, 
                        
                        Cult Movies
                        
                    ",80,5,69,2,133000,8.25,0,0,3.79,118,52,211,https://www.rottentomatoes.com/m/the_human_tornado
"
                When his only friend dies, Finbar McBride moves to an abandoned train station in rural New Jersey, to live the life of a hermit. His attempt at solitude is soon interrupted, however, by interactions with his neighbors, including Olivia, a struggling artist coping with the recent death of her young son, and Joe, a thirty-year-old with a talent for cooking and an insatiable hunger for conversation--whether anyone wants to talk to him or not.
            ","R (for language and some drug content)
                    ",Tom McCarthy,NA,NA,Tom McCarthy,NA,NA,NA,"Oct 3, 2003
                        ","Jun 15, 2004
                        ","
                            90 minutes
                        ","
                        Miramax Films
                    ","
                Peter Dinklage
            ","
                Patricia Clarkson
            ","
                Bobby Cannavale
            ","
                Paul Benjamin
            ","
                Raven Goodwin
            ","
                Michelle Williams
            ","
                                The Station Agent
                            ",2003,"A sweet and quirky film about a dwarf, a refreshment stand operator, and a reclusive artist connecting with one another.","
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Drama
                        
                    ",94,159,89,34,138690,7.97,7.89,38,4.12,6256,794,5049,https://www.rottentomatoes.com/m/station_agent
"
                A family event movie from the creators of ""Coraline"" and ""ParaNorman"" that introduces audiences to a new breed of family - The Boxtrolls, a community of quirky, mischievous creatures who have lovingly raised an orphaned human boy named Eggs (voiced by Isaac Hempstead-Wright) in the amazing cavernous home they've built beneath the streets of Cheesebridge. When the town's villain, Archibald Snatcher (Academy Award winner Ben Kingsley), comes up with a plot to get rid of the Boxtrolls, Eggs decides to venture above ground, ""into the light,"" where he meets and teams up with fabulously feisty Winnifred (Elle Fanning). Together, they devise a daring plan to save Eggs' family. Directors: Anthony Staachi and Graham Annable. (C) Focus
            ","PG (for action, some peril and mild rude humor)
                    ",Anthony Stacchi,Graham Annable,Aaron Sorenson,Adam Pava,Irena Brignull,Anthony Stacchi,Phil Dale,"Sep 26, 2014
                        ","Jan 20, 2015
                        ","
                            97 minutes
                        ","
                        Focus Features
                    ","
                Ben Kingsley
            ","
                Toni Collette
            ","
                Elle Fanning
            ","
                Jared Harris
            ","
                Isaac Hempstead Wright
            ","
                Simon Pegg
            ",The Boxtrolls,NA,"While it's far from Laika's best offering, The Boxtrolls is still packed with enough offbeat wit and visual splendor to offer a healthy dose of all-ages entertainment.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy
                        
                    ",77,169,63,47,139824,7.12,6.74,40,3.54,8467,4928,29867,https://www.rottentomatoes.com/m/the_boxtrolls
"
                Comedy veterans and co-creators Penn Jillette and Paul Provenza capitalize on their insider status and invite over 100 of their closest friends -- who happen to be some of the biggest names in entertainment, from George Carlin, Whoopi Goldberg, Drew Cary to Gilbert Gottfried, Bob Saget, Paul Reiser and Sarah Silverman -- to reminisce, analyze, deconstruct and deliver their own versions of world's dirtiest joke, an old burlesque, too extreme to be performed in public, called 'The Aristocrats.'
            ","NR (adult situations/language)
                    ",Paul Provenza,Penn Jillette,NA,NA,NA,NA,NA,"Jul 29, 2005
                        ","Jan 24, 2006
                        ","
                            90 minutes
                        ","
                        ThinkFilm
                    ","
                Robin Williams
            ","
                George Carlin
            ","
                Billy Connolly
            ","
                Don Rickles
            ","
                Gilbert Gottfried
            ","
                Teller
            ",The Aristocrats,NA,"Can a joke stand up to repeated tellings? Hilarious and revealing of the way comedy works, The Aristocrats demonstrates that it's possible.","
                        
                        Comedy, 
                        
                        Documentary, 
                        
                        Special Interest
                        
                    ",79,150,61,87,138141,7.1,7.25,44,3.42,2422,1549,12267,https://www.rottentomatoes.com/m/aristocrats
