description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                Disillusioned charlatan Reverend Cotton Marcus (Patrick Fabian) comes face to face with pure evil after recruiting a documentary film crew to capture the final exorcism of his career. For years, Reverend Marcus has taken advantage of the faithful and desperate. Now it's time for him to finally come clean. Just as Reverend Marcus prepares to shoot the film that will set the record straight, he receives an urgent letter from a desperate farmer. The devil has taken possession of his beloved daughter Nell (Ashley Bell), and Reverend Marcus is their last hope for salvation. Up to this point it's been all fun and games; now things are about to get serious. ~ Jason Buchanan, Rovi
            ","PG-13 (for disturbing violent content and terror, some sexual references and thematic material)
                    ",Daniel Stamm,NA,NA,Andrew Gurland,Huck Botko,NA,NA,"Aug 27, 2010
                        ","Jan 4, 2011
                        ","
                            87 minutes
                        ","
                        Lionsgate
                    ","
                Patrick Fabian
            ","
                Ashley Bell
            ","
                Iris Bahr
            ","
                Louis Herthum
            ","
                Caleb Landry Jones
            ","
                Tony Bentley
            ","
                                The Last Exorcism
                            ",2010,"It doesn't fully deliver on the chilly promise of its Blair Witch-style premise, but The Last Exorcism offers a surprising number of clever thrills.","
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",72,160,35,73,139146,6.16,6.14,34,2.71,4839,9134,26103,https://www.rottentomatoes.com/m/last_exorcism
"
                A series of axe murders is extinguishing the members of an Irish family one by one, and the motive turns out to be a large inheritance. The first quasi-mainstream film directed by Francis Ford Coppola, Dementia 13 was produced and financed by Roger Corman. Corman also allowed Coppola the use of several of the stars of Corman's contemporary film The Young Racers.
            ","NR
                    ",Francis Ford Coppola,NA,NA,Jack Hill,Francis Ford Coppola,NA,NA,"Sep 25, 1963
                        ","Dec 22, 1998
                        ","
                            75 minutes
                        ","
                        Madacy Home Video
                    ","
                Luana Anders
            ","
                Eithne Dunne
            ","
                William Campbell
            ","
                Bart Patton
            ","
                Peter Reed
            ","
                Ethne Dunne
            ",Dementia 13,NA,No consensus yet.,"
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",63,24,35,4,132481,5.68,5,3,2.98,197,361,487,https://www.rottentomatoes.com/m/dementia_13
"
                Midnight Express is a harrowing tale of a nave American caught in a nightmare of his own making thousands of miles from his home. Billy Hayes (Brad Davis) is an American tourist visiting Turkey with his girlfriend Susan (Irene Miracle) when he's caught by customs officials trying to smuggle a large amount of hashish out of the country. The crime would normally carry a sentence of four years, but officials decide to make an example of Billy, and he draws a 30-year sentence despite the promises of his Turkish legal counsel. While Susan and Billy's father (Mike Kellin) pledge to do everything they can to speed Billy's release, in fact there's little than can be done. Billy quickly finds himself in a hellish prison that's a nightmare of filth, violence, rape, inedible food, and unspeakable health conditions. However, Billy gains a few confidantes behind bars: Jimmy (Randy Quaid), an American in a constant state of emotional overdrive; Max (John Hurt), an intelligent, drug-addicted Englishman; and Erich (Norbert Weisser), a gay Scandinavian who is attracted to Billy but accepts his gentle refusals of sex. Before long, Billy is convinced that he can take no more, and he makes plans to take the ""midnight express"" -- jailhouse slang for escape. While his friends are willing to help, they also make clear that almost no one who has tried to escape has lived to tell the tale. Based on a true story, Midnight Express was a box-office hit which won wide acclaim for the performances of Brad Davis and John Hurt; and the screenplay, by Oliver Stone, won an Academy Award. ~ Mark Deming, Rovi
            ","R (adult situations/language, nudity, violence)
                    ",Alan Parker,NA,NA,Oliver Stone,NA,NA,NA,"Sep 20, 1978
                        ","May 22, 2001
                        ","
                            121 minutes
                        ","
                        Sony Pictures Home Entertainment
                    ","
                Brad Davis
            ","
                Randy Quaid
            ","
                John Hurt
            ","
                Mike Kellin
            ","
                Bo Hopkins
            ","
                Paul L. Smith
            ","
                                Midnight Express
                            ",1978,"Raw and unrelenting, Midnight Express is riveting in its realistic depiction of incarceration -- mining pathos from the simple act of enduring hardship.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",96,25,89,31,133475,7.73,7.75,2,4.17,4823,579,4457,https://www.rottentomatoes.com/m/midnight_express
"
                When Sam is murdered in a remote lake, his consciousness begins to travel through the bodies of his friends in an effort to protect them from his killer. This dark passage leads him on a greater journey -- discovering his own identity.
            ","NR
                    ",Robi Michael,NA,NA,Robi Michael,NA,NA,NA,"Aug 9, 2019
                        ","Aug 9, 2019
                        ","
                            98 minutes
                        ","
                        Gravitas Ventures
                    ","
                Marc Menchaca
            ","
                Erica Camarano
            ","
                Lia Johnson
            ","
                Drew Fonteiro
            ","
                Kevin D. Benton 
            ","
                Andrea Leigh
            ",Every Time I Die,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Mystery & Suspense
                        
                    ",100,8,56,52,133525,7.62,0,2,3.34,29,23,52,https://www.rottentomatoes.com/m/every_time_i_die
"
                Packed with more blood, more gore, and more bone-chilling, jaw-dropping thrills, Dawn of the Dead Unrated Director's Cut is the version too terrifying to be shown in theaters! Starring Mekhi Phifer, Ving Rhames and Sarah Polley in an edgy, electrifying thrill-ride. When a mysterious virus turns people into mindless, flesh-eating zombies, a handful of survivors wage a desperate, last-stand battle to stay alive and human.
            ","R (for pervasive strong horror violence and gore, language and sexuality)
                    ",Zack Snyder,NA,NA,James Gunn (II),NA,NA,NA,"Mar 19, 2004
                        ","Dec 28, 2004
                        ","
                            109 minutes
                        ","
                        Universal Pictures
                    ","
                Sarah Polley
            ","
                Ving Rhames
            ","
                Jake Weber
            ","
                Mekhi Phifer
            ","
                Ty Burrell
            ","
                Michael Kelly
            ","
                                Dawn of the Dead
                            ",2004,"A kinetic, violent and surprisingly worthy remake of George Romero's horror classic that pays homage to the original while working on its own terms.","
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",75,187,77,403,141435,6.72,6.24,38,3.81,28340,8474,39873,https://www.rottentomatoes.com/m/dawn_of_the_dead
"
                On the edge of a crumbling city, 11-year-old Alexander (Jeremy Chabriel) lives in a sequestered commune alongside other children, their mothers, and charismatic leader, Gregori (Vincent Cassel). Gregori teaches the children how to raise livestock, grow vegetables, work as a community - and how to kill. With the birth of a new baby brother weighing on his mind, Alexander begins to question Gregori's overpowering influence on the children and their training to become assassins. Threatened by his increasing unwillingness to fall in line, Gregori's behavior turns erratic and adversarial toward the child he once considered a son. With the two set dangerously at odds and the commune's way of life disintegrating, the residents fear a violent resolution is at hand in this Sundance award-winning thriller.
            ","NR
                    ",Ariel Kleiman,NA,NA,Sarah Cyngler,Ariel Kleiman,NA,NA,"Oct 2, 2015
                        ","Dec 8, 2015
                        ","
                            98 minutes
                        ","
                        Well Go USA
                    ","
                Vincent Cassel
            ","
                Jeremy Chabriel
            ","
                Samuel Eydlish
            ","
                Sapidah Kian
            ","
                Florence Mezzara
            ",NA,Partisan,NA,"Well-acted and suitably chilling, Partisan is a dark drama whose confident craft may offer enough for some viewers to look past its flaws.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",57,47,39,1,131982,5.74,4.38,18,2.92,74,118,786,https://www.rottentomatoes.com/m/partisan
"
                The Forest of the Lost Souls is a dense and remote forest, Portugal's most popular place for suicide. In a summer morning, two strangers meet within the woods. Ricardo (Jorge Mota) is a sad old man, who gave up on life when his older daughter, Irene (Lilia Lopes), took her life in a romantic pact gone wrong in the glacier lake that rests hidden deep in the forest. Carolina (Daniela Love) is an eccentric, unstable young girl who finds all things related to death are fun. As bumping into each other puts them off killing themselves, they decide to go for a walk to discover The Forest of the Lost Souls and see what they will find. As they walk deeper into the woods, they get to know each other and become friends: but one of them is not being honest, one of them is a dark and horrible person.
            ","NR
                    ",Jos Pedro Lopes,NA,NA,Jos Pedro Lopes,NA,NA,NA,"Aug 3, 2018
                        ","Oct 9, 2018
                        ","
                            71 minutes
                        ","
                        2203 Studio
                    ","
                Daniela Love
            ","
                Jorge Mota
            ","
                Lgia Roque
            ","
                Llia Lopes
            ","
                Mafalda Banquart
            ","
                Tiago Jcome
            ",The Forest of the Lost Souls (A Floresta das Almas Perdidas),NA,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",75,16,71,70,137625,6.9,0,3,3.85,12,5,119,https://www.rottentomatoes.com/m/the_forest_of_the_lost_souls
"
                John Buckingham was an ordinary bank employee with a small home and a life built on routine...until he took a bride through an on-line mail order service called ""From Russia With Love."" The morning she arrives is her birthday, but he's the one who's in for the surprise. When the new bride's two ""cousins,"" Yuri and Alexei, arrive John's life is turned upside down as he learns the truth behind their relationship and is taken on the adventure of a lifetime--when they take her hostage and force John to rob his own bank.
            ","R (for sexuality and language)
                    ",Jez Butterworth,Piers Thompson,NA,Tom Butterworth,Jez Butterworth,NA,NA,"Feb 1, 2002
                        ","Aug 13, 2002
                        ","
                            93 minutes
                        ","
                        Miramax Films
                    ","
                Nicole Kidman
            ","
                Ben Chaplin
            ","
                Vincent Cassel
            ","
                Mathieu Kassovitz
            ","
                Kate Evans
            ","
                Kate Lynn Evans
            ",Birthday Girl,NA,"Kidman shows her range in this quirky movie, but the shift in tone from romantic comedy to thriller may leave viewers unsatisfied.","
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",58,122,39,22,135769,5.71,5.52,33,3.02,704,1084,3003,https://www.rottentomatoes.com/m/birthday_girl
"
                This biographical crime thriller follows Frank Sheeran (Robert De Niro) as he recalls his past years working for the Bufalino crime family. Now older, the WWII veteran once again reflects on his most prolific hits and, in particular, considers his involvement with his good friend Jimmy Hoffa's disappearance in 1975.
            ","R (for pervasive language and strong violence)
                    ",Martin Scorsese,NA,NA,Steven Zaillian,NA,NA,NA,"Nov 1, 2019
                        ","Nov 27, 2019
                        ","
                            209 minutes
                        ","
                        Netflix
                    ","
                Robert De Niro
            ","
                Al Pacino
            ","
                Joe Pesci
            ","
                Jesse Plemons
            ","
                Bobby Cannavale
            ","
                Anna Paquin
            ",The Irishman,NA,"An epic gangster drama that earns its extended runtime, The Irishman finds Martin Scorsese revisiting familiar themes to poignant, funny, and profound effect.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",96,423,86,1,133964,8.76,9.07,53,3.88,6504,2031,,https://www.rottentomatoes.com/m/the_irishman
"
                When 18-year-old Alex Lewis wakes up from a coma after surviving a motorcycle accident, the world is not one he remembers. He has forgotten everything. His home. His parents. He can't even remember his own name. The only thing he does know is that the person sitting next to him is his identical twin brother, Marcus. Alex relies on Marcus to to give him his memory back; to tell him who he is. But the idyllic childhood Marcus paints for his twin conceals a dark family secret. Now, after decades of hiding the painful realities of their past, Alex and Marcus go on a journey together to face the truth and finally discover who Alex really is. Directed by Ed Perkins, TELL ME WHO I AM explores the blurred boundaries of memory and reality, and the emotional bonds that allow us to survive.
            ","NR
                    ",Ed Perkins,NA,NA,NA,NA,NA,NA,"Oct 18, 2019
                        ","Oct 18, 2019
                        ","
                            85 minutes
                        ","
                        Netflix
                    ","
                Andrew Caley
            ","
                Alex Lewis
            ","
                Marcus Lewis
            ","
                Kathleen Ray
            ","
                Marcus Lewis
            ","
                Evan Milton
            ",Tell Me Who I Am,NA,"While it may raise more questions than it ultimately answers, Tell Me Who I Am unravels a real-life horror story to devastating effect.","
                        
                        Documentary, 
                        
                        Mystery & Suspense
                        
                    ",96,27,89,143,132531,7.34,6.67,11,4.08,127,16,138,https://www.rottentomatoes.com/m/tell_me_who_i_am
"
                After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.
            ","R (for sequences of strong bloody horror violence and gore, graphic nudity, sexual content, language and some drug use)
                    ",Alexandre Aja,NA,NA,Alexandre Aja,Peter Goldfinger,Grgory Levasseur,Josh Stolberg,"Aug 20, 2010
                        ","Jan 11, 2011
                        ","
                            89 minutes
                        ","
                        The Weinstein Company/Dimension Films
                    ","
                Adam Scott
            ","
                Elisabeth Shue
            ","
                Jerry O'Connell
            ","
                Ving Rhames
            ","
                Jessica Szohr
            ","
                Steven R. McQueen
            ","
                                Piranha 3-D
                            ",2010,"Playing exactly to expectations for a movie about killer fish run amok, Piranha 3-D dishes out gore, guffaws and gratuitous nudity with equal glee.","
                        
                        Comedy, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",74,127,43,80,136292,6.2,5.01,24,3,7118,9267,23510,https://www.rottentomatoes.com/m/piranha_3d
"
                Manuel and Driss grew up as two inseparable brothers in the same city. But today everything opposes them. Manuel is at the head of drug trafficking, while Driss has become a cop. When he is promoted to the Stups, his return upsets balances and puts Manuel in danger.
            ","NR
                    ",David Oelhoffen,NA,NA,David Oelhoffen,Jeanne Aptekman,NA,NA,"Jan 29, 2020
                        ","
                            111 minutes
                        ",NA,"
                        Netflix
                    ","
                Matthias Schoenaerts
            ","
                Reda Kateb
            ","
                Adel Bencherif
            ","
                Fianso
            ","
                Sabrina Ouazani
            ","
                Gwendolyn Gourvenec
            ","
                                Close Enemies (Freres Ennemis)
                            ",2018,"While Close Enemies is a perfectly well-produced film noir, it is too predictable and derivative to make an impact.","
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",58,12,60,17,133114,6.25,0,2,2.97,9,6,12,https://www.rottentomatoes.com/m/close_enemies_2018
"
                When a traveling Wild West show comes to town, the natives are frightened by a one-foot-tall horse that is believed to be a bad omen. The superstitious natives try to return the horse to The Valley of Gwangi to avert disaster. Tuck (James Franciscus) and T.J. (Gila Golan) try to help archaeologist Bromley (James Naismith) find the tiny equine in the valley, but they unleash a prehistoric giant monster in the process in this implausible adventure feature. ~ Dan Pavlides, Rovi
            ","G
                    ",Jim O'Connolly,James O'Connolly,NA,William Bast,Julian More,NA,NA,"Jul 25, 1969
                        ","Oct 21, 2003
                        ","
                            95 minutes
                        ","
                        WARNER BROTHERS PICTURES
                    ","
                James Franciscus
            ","
                Gila Golan
            ","
                Richard Carlson
            ","
                Laurence Naismith
            ","
                Freda Jackson
            ","
                Gustavo Rojo
            ",The Valley of Gwangi,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Classics, 
                        
                        Horror, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy, 
                        
                        Western
                        
                    ",78,9,60,1,132674,5.56,0,0,3.48,177,116,136,https://www.rottentomatoes.com/m/the_valley_of_gwangi
"
                At the end of WWII, a veteran returns to Los Angeles and becomes a murder suspect when his adulterous wife is found dead. Helped by a beautiful blonde, he tries to avoid the police while looking for the killer. Raymond Chandler wrote the screenplay for this moody, hard-boiled film noir.
            ","NR
                    ",George Marshall,NA,NA,Raymond Chandler,NA,NA,NA,"Apr 19, 1946
                        ","Mar 26, 1996
                        ","
                            96 minutes
                        ","
                        Paramount Pictures
                    ","
                Alan Ladd
            ","
                Veronica Lake
            ","
                William Bendix
            ","
                Howard Da Silva
            ","
                Doris Dowling
            ","
                Tom Powers
            ",The Blue Dahlia,NA,No consensus yet.,"
                        
                        Mystery & Suspense
                        
                    ",100,8,71,1,132469,6.88,0,0,3.6,210,85,211,https://www.rottentomatoes.com/m/blue_dahlia
"
                Actor Bill Paxton made his directorial debut with Frailty. The bulk of the story is told through flashbacks, as a mysterious man (Matthew McConaughey) tells a terrible tale to an FBI agent (Powers Boothe) investigating the ""God's Hand"" serial killer case. The man grew up in a small town in Texas, where he and his brother lived a bucolic life with their kindhearted widower father (Paxton). One night, the father awakens the two boys, Fenton (Matthew O'Leary) and Adam (Jeremy Sumpter), and tells them he's had a vision, and God has chosen him and his sons to help Him slay demons who walk the earth in human form. He tells the boys they can never tell anyone about this task. Before long, he comes home from work with a list of names that he claims an angel has given to him. He then begins abducting people, bringing them home, one by one, and having the boys watch while he lays his hands on them. After having proven, to his mind, that they are demons and not human, he chops them up with an axe while the boys look on. Young Adam is eager to participate, seeing his family as ""kind of like superheroes,"" while the older Fenton is distraught, believing that his father has lost his mind. He contemplates running away, but is reluctant to leave his little brother behind. Eventually, he goes to the authorities, which results in disaster. As he tells the story, McConaughey takes Boothe out to the public rose garden near his old home, where he claims his brother, the ""God's Hand"" killer, buried the bodies. Paxton dramatizes the mayhem while leaving almost all of the gore offscreen, and Brent Hanley's script leaves the true motives of several characters unclear until the very end. ~ Josh Ralske, Rovi
            ","R (for violence and some language)
                    ",Bill Paxton,NA,NA,Brent Hanley,NA,NA,NA,"Apr 12, 2002
                        ","Sep 17, 2002
                        ","
                            99 minutes
                        ","
                        Lions Gate Films
                    ","
                Bill Paxton
            ","
                Matthew McConaughey
            ","
                Matt O'Leary
            ","
                Jeremy Sumpter
            ","
                Powers Boothe
            ","
                Levi Kreis
            ","
                                Frailty
                            ",2002,"Creepy and disturbing, Frailty is well-crafted, low-key horror.","
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",74,151,78,53,141535,6.83,6.62,39,3.83,5174,1424,6923,https://www.rottentomatoes.com/m/frailty
"
                A haunting study of a girl's traumatic childhood.
            ","PG
                    ",Carlos Saura,NA,NA,Carlos Saura,NA,NA,NA,"Jan 1, 1976
                        ","Aug 21, 2007
                        ","
                            97 minutes
                        ","
                        Criterion Collection
                    ","
                Ana Torrent
            ","
                Geraldine Chaplin
            ","
                Conchita Perez
            ","
                Maite Sanchez Alexandros
            ","
                Mnica Randall
            ","
                Florinda Chico
            ","
                                Raise Ravens (Cria Cuervos)
                            ",1976,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",100,16,94,3,134048,8.25,9,5,4.39,682,42,490,https://www.rottentomatoes.com/m/raise_ravens
"
                An emotionally-scarred woman flees her abusive husband with their 8-year-old son, but finds her sanity slipping while suffering a series of terrifying hallucinations in this dark thriller from Norway. Anna suffered under her tyrannical husband for far too long, and now she's determined to give their young son a better life. Fleeing her home with her child clutched close, she moves them both into a massive apartment complex where they can never be found. In order to keep a close watch on her son, she places a baby monitor in his room and leaves it on at all times. Meanwhile, the monitor seems to begin picking up signals from other parts of the building. Then one day Anna hears what she believes to be the sound of a young child being murdered over the monitor. Could it be that Anna's mind is playing tricks on her, or has this desperate mother just awoken from a real life nightmare to find herself in a living hell with no hope for escape?
            ","R
                    ",Pal Sleletaune,Pl Sletaune,NA,Pl Sletaune,Pal Sleletaune,NA,NA,"Jul 24, 2012
                        ","Jul 24, 2012
                        ","
                            96 minutes
                        ","
                        4 
                    ","
                Noomi Rapace
            ","
                Kristoffer Joner
            ","
                Vetle Qvenild Werring
            ","
                Henrik Rafaelsen
            ","
                Bjorn Moan
            ","
                Stig R. Amdam
            ","
                                The Monitor (Babycall)
                            ",2012,No consensus yet.,"
                        
                        Mystery & Suspense
                        
                    ",75,24,36,622,132501,5.86,4.8,5,3.02,125,220,231,https://www.rottentomatoes.com/m/the_monitor
"
                While having lunch at the Plaza Hotel in New York, advertising executive Roger O. Thornhill (Cary Grant) has the bad luck to call for a messenger just as a page goes out for a ""George Kaplan."" From that moment, Thornhill finds that he has stepped into a nightmare -- he is quietly abducted by a pair of armed men out of the hotel's famous Oak Room and transported to a Long Island estate; there, he is interrogated by a mysterious man (James Mason) who, believing that Roger is George Kaplan, demands to know what he knows about his business and how he has come to acquire this knowledge. Roger, who knows nothing about who any of these people are, can do nothing but deny that he is Kaplan or that he knows what they're talking about. Finally, his captors force a bottle of bourbon into Roger and put him behind the wheel of a car on a dangerous downhill stretch. Through sheer luck and the intervention of a police patrol car and its driver (John Beradino), Roger survives the ride and evades his captors, and is booked for drunk driving. He's unable to persuade the court, the county detectives, or even his own mother (Jesse Royce Landis) of the truth of his story, however -- Thornhill returns with them to the mansion where he was held, only to find any incriminating evidence cleaned up and to learn that the owner of the house is a diplomat, Lester Townsend (Philip Ober), assigned to the United Nations. He backtracks to the hotel to find the room of the real George Kaplan, only to discover that no one at the hotel has ever actually seen the man. With his kidnappers once again pursuing him, Thornhill decides to confront Townsend at the United Nations, only to discover that he knows nothing of the events on Long Island, or his house being occupied -- but before he can learn more, Townsend gets a knife in his back in full view of 50 witnesses who believe that Roger did it. Now on the run from a murder charge, complete with a photograph of him holding the weapon plastered on the front page of every newspaper in the country, Thornhill tries to escape via train -- there he meets the cooly beautiful Eve Kendall (Eva Marie Saint), who twice hides him from the police, once spontaneously and a second time in a more calculated rendezvous in her compartment that gets the two of them together romantically, at least for the night. By the next day, he's off following a clue to a remote rural highway, where he is attacked by an armed crop-dusting plane, one of the most famous scenes in Hitchcock's entire film output. Thornhill barely survives, but he does manage to learn that his mysterious tormentor/interrogator is named Phillip Vandamm, and that he goes under the cover of being an art dealer and importer/exporter, and that Eve is in bed with him in every sense of the phrase -- or is she? ~ Bruce Eder, Rovi
            ","NR
                    ",Alfred Hitchcock,NA,NA,Ernest Lehman,NA,NA,NA,"Sep 17, 1959
                        ","Aug 29, 2000
                        ","
                            136 minutes
                        ","
                        Turner Entertainment
                    ","
                Cary Grant
            ","
                Eva Marie Saint
            ","
                James Mason
            ","
                Leo G Carroll
            ","
                Jessie Royce Landis
            ","
                Philip Ober
            ","
                                North by Northwest
                            ",1959,"Gripping, suspenseful, and visually iconic, this late-period Hitchcock classic laid the groundwork for countless action thrillers to follow.","
                        
                        Classics, 
                        
                        Mystery & Suspense
                        
                    ",99,76,94,79,136811,9.05,8.82,18,4.4,21726,1384,11753,https://www.rottentomatoes.com/m/north-by-northwest
"
                Based extremely loosely on a true story, Dead Ringers stars Jeremy Irons and Jeremy Irons. You read right--Irons essays the dual role of identical twin doctors, who frequently sub for each another professionally. The twins also capriciously share one another's lovers, priding themselves on that fact that their subterfurge has never been detected. Enter Genevieve Bujold, playing a popular actress. Courted by both twins, Genevieve selects the shyer of the two. The more aggressive sibling takes offense, setting the stage for the ruination of the brothers' relationship and careers. The split-screen and travelling-matte work in Dead Ringers is well nigh undetectable, but the film's ""highlight"" is a rather gruesome dream sequence involving severed skin (a favorite device of director David Cronenberg).
            ","R
                    ",David Cronenberg,NA,NA,David Cronenberg,Norman Snider,NA,NA,"Sep 23, 1988
                        ","Jan 27, 1998
                        ","
                            115 minutes
                        ","
                        Media Home Entertainment
                    ","
                David A. Hughes
            ","
                Jeremy Irons
            ","
                Genevive Bujold
            ","
                Heidi von Palleske
            ","
                Barbara Gordon
            ","
                Shirley Douglas
            ","
                                Dead Ringers
                            ",1988,Dead Ringers serves up a double dose of Jeremy Irons in service of a devilishly unsettling concept and commandingly creepy work from director David Cronenberg.,"
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",82,39,82,21,135849,7.63,5.96,7,3.98,2905,622,3230,https://www.rottentomatoes.com/m/dead_ringers
"
                Portraying flip sides of the good/evil coin, two sisters haven't spoken to each other since fighting over a man long ago. One sister marries the man only after telling him the falsehood that she was pregnant by him. However, it is the other sister who proves her dominance of evil.
            ","NR
                    ",Paul Henreid,NA,NA,Albert Beich,Oscar Millard,NA,NA,"Feb 19, 1964
                        ","Aug 10, 2004
                        ","
                            115 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Bette Davis
            ","
                Karl Malden
            ","
                Peter Lawford
            ","
                Philip Carey
            ","
                Jean Hagen
            ","
                George Macready
            ",Dead Ringer,NA,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",100,9,79,1,132011,6.75,0,0,3.95,220,57,319,https://www.rottentomatoes.com/m/dead_ringer
"
                WIND RIVER is a chilling thriller that follows a rookie FBI agent (Elizabeth Olsen) who teams up with a local game tracker with deep community ties and a haunted past (Jeremy Renner) to investigate the murder of a local girl on a remote Native American Reservation in the hopes of solving her mysterious death. Written and directed by Taylor Sheridan, WIND RIVER also stars Gil Birmingham, Jon Bernthal, Julia Jones, Kelsey Asbille, and James Jordan.
            ","R (strong violence, a rape, disturbing images, and language)
                    ",Taylor Sheridan,NA,NA,Taylor Sheridan,NA,NA,NA,"Aug 4, 2017
                        ","Nov 14, 2017
                        ","
                            111 minutes
                        ","
                        The Weinstein Company
                    ","
                Jeremy Renner
            ","
                Elizabeth Olsen
            ","
                Kelsey Asbille
            ","
                Gil Birmingham
            ","
                Graham Greene (II)
            ","
                James Jordan
            ",Wind River,NA,"Wind River lures viewers into a character-driven mystery with smart writing, a strong cast, and a skillfully rendered setting that delivers the bitter chill promised by its title.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",88,241,90,29,137855,7.69,7.27,44,4.19,9582,1037,17212,https://www.rottentomatoes.com/m/wind_river_2017
"
                Ellen Berent (Gene Tierney) meets and falls desperately in love with Richard Harland (Cornell Wilde), an author who resembles her late father. Ellen is pathologically possessive of Richard, jealous of anyone who he pays the slightest attention to. In order to be completely alone with him, she convinces him to live in a isolated, but beautiful lakeside home in a spot called ""Back of the Moon. "" She dismisses the local handyman and then drowns his crippled half-brother Danny (Darryl Hickman). To Richard's delight, Ellen becomes pregnant. Ellen, resentful of the restriction caused by the pregnancy and afraid that she will lose some of Richard's love and attention, causes a miscarriage by throwing herself down the stairs. Ellen also becomes insanely jealous of her foster sister Ruth (Jeanne Crain), who is open and uncomplicated and soon becomes Richard's friend. Finally, Ellen confesses to Richard what she has done. Seeing his horror and revulsion and fearful of losing his love to Ruth, Ellen poisons herself and makes it look as though Ellen and Richard have murdered her. Both are tried, and Ruth is acquitted, but Richard is found guilty of being an accessory to Ellen's murder. Ruth, having come to love him, waits while he serves his prison sentence. Gene Tierney, in an Oscar nominated performance, is fascinating as the ravishing killer making Wilde and Crain seem dull by comparison. Leave Her to Heaven with its beautiful photography remains an exciting and engrossing story of obsessive love and jealousy.
            ","NR
                    ",John M. Stahl,NA,NA,Jo Swerling,NA,NA,NA,"Dec 20, 1945
                        ","Feb 22, 2005
                        ","
                            111 minutes
                        ","
                        20th Century Fox Film Corporation
                    ","
                Gene Tierney
            ","
                Cornel Wilde
            ","
                Vincent Price
            ","
                Jeanne Crain
            ","
                Mary Philips
            ","
                Ray Collins
            ","
                                Leave Her to Heaven
                            ",1945,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",91,23,86,3,133023,8.25,7.5,9,3.99,508,85,460,https://www.rottentomatoes.com/m/leave_her_to_heaven
"
                A New Year's night becomes a long day's journey into dread for one seriously unlucky couple in this wild-ride nerve-twister. On their way home from ringing in midnight on December 31, Lindsey (Alex Essoe) and Jeff (Dylan McTee) accidentally run down a man in the middle of the road. Things look bad when they panic and stash the body in the backseat. Things look worse when they discover that the stranger they hit had sinister intentions involving the couple and their family. And things go off the rails when a certain psychotic ""Detective Smith"" (Ward Horton) comes calling... The scarily gripping feature debut from The Walking Dead and Krypton director Julius Ramsay careens with hairpin twists and genre-defying surprises.
            ","NR
                    ",Julius Ramsay,NA,NA,Alston Ramsay,NA,NA,NA,"Mar 2, 2018
                        ","Mar 2, 2018
                        ","
                            94 minutes
                        ","
                        IFC Films
                    ","
                Alex Essoe
            ","
                Dylan McTee
            ","
                Perla Haney-Jardine
            ","
                Ward Horton
            ","
                Joseph Anderson
            ","
                Andrew Rothenberg
            ",Midnighters,NA,"Adding dashes of horror to a noir premise, Midnighters is a genre-bending chiller that delights as often as it scares.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",81,32,36,209,141245,6.18,7.5,6,2.83,19,34,265,https://www.rottentomatoes.com/m/midnighters
